Plant Name,Date,Sn,Port,Energy (kWh)
Wilkne,2024-01-08,106272403152,1,2.278
Wilkne,2024-01-08,106272403152,2,2.281
Wilkne,2024-01-08,106272403152,3,2.288
Wilkne,2024-01-08,106272403152,4,2.309
Wilkne,2024-01-08,106272403916,1,2.203
Wilkne,2024-01-08,106272403916,2,2.202
Wilkne,2024-01-08,106272403916,3,2.152
Wilkne,2024-01-08,106272403916,4,2.233
Wilkne,2024-01-08,106272404964,1,0.013
Wilkne,2024-01-08,106272404964,2,2.139
Wilkne,2024-01-08,106272404964,3,2.103
Wilkne,2024-01-08,106272404964,4,2.134
