Plant Name,Date,SN,Port,Energy,Year,Microinversor
Wilkne,2022-04-15,106272403152,1,2.208,2022,Micro_01
Wilkne,2022-04-15,106272403152,2,2.202,2022,Micro_01
Wilkne,2022-04-15,106272403152,3,2.203,2022,Micro_01
Wilkne,2022-04-15,106272403152,4,2.212,2022,Micro_01
Wilkne,2022-04-15,106272403916,1,2.208,2022,Micro_02
Wilkne,2022-04-15,106272403916,2,2.204,2022,Micro_02
Wilkne,2022-04-15,106272403916,3,2.18,2022,Micro_02
Wilkne,2022-04-15,106272403916,4,2.231,2022,Micro_02
Wilkne,2022-04-15,116191966583,1,0.0,2022,Micro_04
Wilkne,2022-04-15,116191966583,2,0.0,2022,Micro_04
Wilkne,2022-04-15,116191966583,3,2.33,2022,Micro_04
Wilkne,2022-04-15,116191966583,4,2.356,2022,Micro_04
Wilkne,2022-03-08,106272403152,1,2.65,2022,Micro_01
Wilkne,2022-03-08,106272403152,2,2.616,2022,Micro_01
Wilkne,2022-03-08,106272403152,3,2.612,2022,Micro_01
Wilkne,2022-03-08,106272403152,4,2.617,2022,Micro_01
Wilkne,2022-03-08,106272403916,1,2.609,2022,Micro_02
Wilkne,2022-03-08,106272403916,2,2.598,2022,Micro_02
Wilkne,2022-03-08,106272403916,3,2.57,2022,Micro_02
Wilkne,2022-03-08,106272403916,4,2.66,2022,Micro_02
Wilkne,2022-03-08,116191966583,1,0.0,2022,Micro_04
Wilkne,2022-03-08,116191966583,2,0.0,2022,Micro_04
Wilkne,2022-03-08,116191966583,3,2.539,2022,Micro_04
Wilkne,2022-03-08,116191966583,4,2.571,2022,Micro_04
Wilkne,2022-04-01,106272403152,1,1.781,2022,Micro_01
Wilkne,2022-04-01,106272403152,2,1.774,2022,Micro_01
Wilkne,2022-04-01,106272403152,3,1.779,2022,Micro_01
Wilkne,2022-04-01,106272403152,4,1.785,2022,Micro_01
Wilkne,2022-04-01,106272403916,1,1.788,2022,Micro_02
Wilkne,2022-04-01,106272403916,2,1.782,2022,Micro_02
Wilkne,2022-04-01,106272403916,3,1.758,2022,Micro_02
Wilkne,2022-04-01,106272403916,4,1.801,2022,Micro_02
Wilkne,2022-04-01,116191966583,1,0.0,2022,Micro_04
Wilkne,2022-04-01,116191966583,2,0.0,2022,Micro_04
Wilkne,2022-04-01,116191966583,3,1.85,2022,Micro_04
Wilkne,2022-04-01,116191966583,4,1.869,2022,Micro_04
Wilkne,2022-04-29,106272403152,1,2.074,2022,Micro_01
Wilkne,2022-04-29,106272403152,2,2.063,2022,Micro_01
Wilkne,2022-04-29,106272403152,3,2.057,2022,Micro_01
Wilkne,2022-04-29,106272403152,4,2.063,2022,Micro_01
Wilkne,2022-04-29,106272403916,1,2.087,2022,Micro_02
Wilkne,2022-04-29,106272403916,2,2.075,2022,Micro_02
Wilkne,2022-04-29,106272403916,3,2.067,2022,Micro_02
Wilkne,2022-04-29,106272403916,4,2.104,2022,Micro_02
Wilkne,2022-04-29,116191966583,1,0.0,2022,Micro_04
Wilkne,2022-04-29,116191966583,2,0.0,2022,Micro_04
Wilkne,2022-04-29,116191966583,3,2.268,2022,Micro_04
Wilkne,2022-04-29,116191966583,4,2.308,2022,Micro_04
Wilkne,2022-03-20,106272403152,1,1.611,2022,Micro_01
Wilkne,2022-03-20,106272403152,2,1.602,2022,Micro_01
Wilkne,2022-03-20,106272403152,3,1.594,2022,Micro_01
Wilkne,2022-03-20,106272403152,4,1.602,2022,Micro_01
Wilkne,2022-03-20,106272403916,1,1.602,2022,Micro_02
