Plant Name,Date,Sn,Port,Energy (kWh)
Wilkne,2023-08-06,106272403152,1,2.076
Wilkne,2023-08-06,106272403152,2,2.068
Wilkne,2023-08-06,106272403152,3,2.052
Wilkne,2023-08-06,106272403152,4,2.07
Wilkne,2023-08-06,106272403916,1,2.065
Wilkne,2023-08-06,106272403916,2,2.062
Wilkne,2023-08-06,106272403916,3,2.051
Wilkne,2023-08-06,106272403916,4,2.094
Wilkne,2023-08-06,116191966583,1,0.012
Wilkne,2023-08-06,116191966583,2,2.231
Wilkne,2023-08-06,116191966583,3,2.22
Wilkne,2023-08-06,116191966583,4,2.244
