Plant Name,Date,Sn,Port,Energy (kWh)
Wilkne,2023-07-06,106272403152,1,1.532
Wilkne,2023-07-06,106272403152,2,1.533
Wilkne,2023-07-06,106272403152,3,1.52
Wilkne,2023-07-06,106272403152,4,1.531
Wilkne,2023-07-06,106272403916,1,1.525
Wilkne,2023-07-06,106272403916,2,1.524
Wilkne,2023-07-06,106272403916,3,1.516
Wilkne,2023-07-06,106272403916,4,1.546
Wilkne,2023-07-06,116191966583,1,0.011
Wilkne,2023-07-06,116191966583,2,1.504
Wilkne,2023-07-06,116191966583,3,1.511
Wilkne,2023-07-06,116191966583,4,1.516
