Plant Name,Date,Sn,Port,Energy (kWh)
Wilkne,2023-12-19,106272403152,1,0.486
Wilkne,2023-12-19,106272403152,2,0.491
Wilkne,2023-12-19,106272403152,3,0.487
Wilkne,2023-12-19,106272403152,4,0.491
Wilkne,2023-12-19,106272403916,1,0.49
Wilkne,2023-12-19,106272403916,2,0.489
Wilkne,2023-12-19,106272403916,3,0.483
Wilkne,2023-12-19,106272403916,4,0.495
Wilkne,2023-12-19,116191966583,1,0.01
Wilkne,2023-12-19,116191966583,2,0.47
Wilkne,2023-12-19,116191966583,3,0.485
Wilkne,2023-12-19,116191966583,4,0.477
