Plant Name,Date,Sn,Port,Energy (kWh)
Wilkne,2023-12-24,106272403152,1,2.568
Wilkne,2023-12-24,106272403152,2,2.557
Wilkne,2023-12-24,106272403152,3,2.56
Wilkne,2023-12-24,106272403152,4,2.591
Wilkne,2023-12-24,106272403916,1,2.547
Wilkne,2023-12-24,106272403916,2,2.547
Wilkne,2023-12-24,106272403916,3,2.494
Wilkne,2023-12-24,106272403916,4,2.59
Wilkne,2023-12-24,116191966583,1,0.014
Wilkne,2023-12-24,116191966583,2,2.398
Wilkne,2023-12-24,116191966583,3,2.353
Wilkne,2023-12-24,116191966583,4,2.392
