Plant Name,Date,Sn,Port,Energy (kWh)
Wilkne,2023-06-15,106272403152,1,1.234
Wilkne,2023-06-15,106272403152,2,1.243
Wilkne,2023-06-15,106272403152,3,1.238
Wilkne,2023-06-15,106272403152,4,1.237
Wilkne,2023-06-15,106272403916,1,1.247
Wilkne,2023-06-15,106272403916,2,1.237
Wilkne,2023-06-15,106272403916,3,1.233
Wilkne,2023-06-15,106272403916,4,1.253
Wilkne,2023-06-15,116191966583,1,0.011
Wilkne,2023-06-15,116191966583,2,1.307
Wilkne,2023-06-15,116191966583,3,1.318
Wilkne,2023-06-15,116191966583,4,1.327
