Plant Name,Date,Sn,Port,Energy (kWh)
Wilkne,2023-05-29,106272403152,1,1.924
Wilkne,2023-05-29,106272403152,2,1.928
Wilkne,2023-05-29,106272403152,3,1.919
Wilkne,2023-05-29,106272403152,4,1.933
Wilkne,2023-05-29,106272403916,1,1.938
Wilkne,2023-05-29,106272403916,2,1.933
Wilkne,2023-05-29,106272403916,3,1.921
Wilkne,2023-05-29,106272403916,4,1.955
Wilkne,2023-05-29,116191966583,1,0.012
Wilkne,2023-05-29,116191966583,2,2.075
Wilkne,2023-05-29,116191966583,3,2.06
Wilkne,2023-05-29,116191966583,4,2.088
