Plant Name,Date,Sn,Port,Energy (kWh)
Wilkne,2023-04-11,106272403152,1,2.267
Wilkne,2023-04-11,106272403152,2,2.268
Wilkne,2023-04-11,106272403152,3,2.265
Wilkne,2023-04-11,106272403152,4,2.283
Wilkne,2023-04-11,106272403916,1,2.278
Wilkne,2023-04-11,106272403916,2,2.278
Wilkne,2023-04-11,106272403916,3,2.248
Wilkne,2023-04-11,106272403916,4,2.297
Wilkne,2023-04-11,116191966583,1,0.013
Wilkne,2023-04-11,116191966583,2,2.333
Wilkne,2023-04-11,116191966583,3,2.276
Wilkne,2023-04-11,116191966583,4,2.323
