Plant Name,Date,SN,Port,Energy,Year,Microinversor
Wilkne,2023-05-22,106272403152,1,2.123,2023,Micro_01
Wilkne,2023-05-22,106272403152,2,2.127,2023,Micro_01
Wilkne,2023-05-22,106272403152,3,2.119,2023,Micro_01
Wilkne,2023-05-22,106272403152,4,2.136,2023,Micro_01
Wilkne,2023-05-22,106272403916,1,2.144,2023,Micro_02
Wilkne,2023-05-22,106272403916,2,2.139,2023,Micro_02
Wilkne,2023-05-22,106272403916,3,2.123,2023,Micro_02
Wilkne,2023-05-22,106272403916,4,2.161,2023,Micro_02
Wilkne,2023-05-22,116191966583,1,0.013,2023,Micro_04
Wilkne,2023-05-22,116191966583,2,2.391,2023,Micro_04
Wilkne,2023-05-22,116191966583,3,2.371,2023,Micro_04
Wilkne,2023-05-22,116191966583,4,2.412,2023,Micro_04
Wilkne,2023-02-17,106272403152,1,1.954,2023,Micro_01
Wilkne,2023-02-17,106272403152,2,1.958,2023,Micro_01
Wilkne,2023-02-17,106272403152,3,1.96,2023,Micro_01
Wilkne,2023-02-17,106272403152,4,1.979,2023,Micro_01
Wilkne,2023-02-17,106272403916,1,1.982,2023,Micro_02
Wilkne,2023-02-17,106272403916,2,1.982,2023,Micro_02
Wilkne,2023-02-17,106272403916,3,1.951,2023,Micro_02
Wilkne,2023-02-17,106272403916,4,1.99,2023,Micro_02
Wilkne,2023-02-17,106272404964,1,0.012,2023,Micro_03
Wilkne,2023-02-17,106272404964,2,1.913,2023,Micro_03
Wilkne,2023-02-17,106272404964,3,1.881,2023,Micro_03
Wilkne,2023-02-17,106272404964,4,1.9,2023,Micro_03
Wilkne,2023-02-03,106272403152,1,2.23,2023,Micro_01
Wilkne,2023-02-03,106272403152,2,2.228,2023,Micro_01
Wilkne,2023-02-03,106272403152,3,2.231,2023,Micro_01
Wilkne,2023-02-03,106272403152,4,2.256,2023,Micro_01
Wilkne,2023-02-03,106272403916,1,2.256,2023,Micro_02
Wilkne,2023-02-03,106272403916,2,2.257,2023,Micro_02
Wilkne,2023-02-03,106272403916,3,2.225,2023,Micro_02
Wilkne,2023-02-03,106272403916,4,2.275,2023,Micro_02
Wilkne,2023-02-03,106272404964,1,0.013,2023,Micro_03
Wilkne,2023-02-03,106272404964,2,2.067,2023,Micro_03
Wilkne,2023-02-03,106272404964,3,2.036,2023,Micro_03
Wilkne,2023-02-03,106272404964,4,2.059,2023,Micro_03
Wilkne,2023-12-06,106272403152,1,2.393,2023,Micro_01
Wilkne,2023-12-06,106272403152,2,2.394,2023,Micro_01
Wilkne,2023-12-06,106272403152,3,2.394,2023,Micro_01
Wilkne,2023-12-06,106272403152,4,2.43,2023,Micro_01
Wilkne,2023-12-06,106272403916,1,2.417,2023,Micro_02
Wilkne,2023-12-06,106272403916,2,2.416,2023,Micro_02
Wilkne,2023-12-06,106272403916,3,2.377,2023,Micro_02
Wilkne,2023-12-06,106272403916,4,2.435,2023,Micro_02
Wilkne,2023-12-06,116191966583,1,0.013,2023,Micro_04
Wilkne,2023-12-06,116191966583,2,2.239,2023,Micro_04
Wilkne,2023-12-06,116191966583,3,2.194,2023,Micro_04
Wilkne,2023-12-06,116191966583,4,2.225,2023,Micro_04
Wilkne,2023-12-12,106272403152,1,2.486,2023,Micro_01
Wilkne,2023-12-12,106272403152,2,2.509,2023,Micro_01
Wilkne,2023-12-12,106272403152,3,2.512,2023,Micro_01
Wilkne,2023-12-12,106272403152,4,2.548,2023,Micro_01
Wilkne,2023-12-12,106272403916,1,2.531,2023,Micro_02
Wilkne,2023-12-12,106272403916,2,2.524,2023,Micro_02
Wilkne,2023-12-12,106272403916,3,2.486,2023,Micro_02
Wilkne,2023-12-12,106272403916,4,2.547,2023,Micro_02
Wilkne,2023-12-12,116191966583,1,0.013,2023,Micro_04
Wilkne,2023-12-12,116191966583,2,2.26,2023,Micro_04
Wilkne,2023-12-12,116191966583,3,2.218,2023,Micro_04
Wilkne,2023-12-12,116191966583,4,2.245,2023,Micro_04
Wilkne,2023-10-03,106272403152,1,2.234,2023,Micro_01
Wilkne,2023-10-03,106272403152,2,2.22,2023,Micro_01
Wilkne,2023-10-03,106272403152,3,2.221,2023,Micro_01
Wilkne,2023-10-03,106272403152,4,2.255,2023,Micro_01
Wilkne,2023-10-03,106272403916,1,2.216,2023,Micro_02
Wilkne,2023-10-03,106272403916,2,2.219,2023,Micro_02
Wilkne,2023-10-03,106272403916,3,2.183,2023,Micro_02
Wilkne,2023-10-03,106272403916,4,2.234,2023,Micro_02
Wilkne,2023-10-03,116191966583,1,0.013,2023,Micro_04
Wilkne,2023-10-03,116191966583,2,2.255,2023,Micro_04
Wilkne,2023-10-03,116191966583,3,2.214,2023,Micro_04
Wilkne,2023-10-03,116191966583,4,2.232,2023,Micro_04
Wilkne,2023-10-17,106272403152,1,2.308,2023,Micro_01
Wilkne,2023-10-17,106272403152,2,2.274,2023,Micro_01
Wilkne,2023-10-17,106272403152,3,2.27,2023,Micro_01
Wilkne,2023-10-17,106272403152,4,2.306,2023,Micro_01
Wilkne,2023-10-17,106272403916,1,2.267,2023,Micro_02
Wilkne,2023-10-17,106272403916,2,2.266,2023,Micro_02
Wilkne,2023-10-17,106272403916,3,2.242,2023,Micro_02
Wilkne,2023-10-17,106272403916,4,2.308,2023,Micro_02
Wilkne,2023-10-17,116191966583,1,0.012,2023,Micro_04
Wilkne,2023-10-17,116191966583,2,2.249,2023,Micro_04
Wilkne,2023-10-17,116191966583,3,2.222,2023,Micro_04
Wilkne,2023-10-17,116191966583,4,2.244,2023,Micro_04
Wilkne,2023-07-27,106272403152,1,2.058,2023,Micro_01
Wilkne,2023-07-27,106272403152,2,2.06,2023,Micro_01
Wilkne,2023-07-27,106272403152,3,2.048,2023,Micro_01
Wilkne,2023-07-27,106272403152,4,2.07,2023,Micro_01
Wilkne,2023-07-27,106272403916,1,2.063,2023,Micro_02
