Plant Name,Date,Sn,Port,Energy (kWh)
Wilkne,2023-09-19,106272403152,1,1.886
Wilkne,2023-09-19,106272403152,2,1.868
Wilkne,2023-09-19,106272403152,3,1.858
Wilkne,2023-09-19,106272403152,4,1.882
Wilkne,2023-09-19,106272403916,1,1.855
Wilkne,2023-09-19,106272403916,2,1.849
Wilkne,2023-09-19,106272403916,3,1.836
Wilkne,2023-09-19,106272403916,4,1.885
Wilkne,2023-09-19,116191966583,1,0.012
Wilkne,2023-09-19,116191966583,2,1.867
Wilkne,2023-09-19,116191966583,3,1.841
Wilkne,2023-09-19,116191966583,4,1.851
