Plant Name,Date,Sn,Port,Energy (kWh)
Wilkne,2023-06-22,106272403152,1,1.728
Wilkne,2023-06-22,106272403152,2,1.733
Wilkne,2023-06-22,106272403152,3,1.719
Wilkne,2023-06-22,106272403152,4,1.728
Wilkne,2023-06-22,106272403916,1,1.729
Wilkne,2023-06-22,106272403916,2,1.722
Wilkne,2023-06-22,106272403916,3,1.718
Wilkne,2023-06-22,106272403916,4,1.75
Wilkne,2023-06-22,116191966583,1,0.012
Wilkne,2023-06-22,116191966583,2,1.905
Wilkne,2023-06-22,116191966583,3,1.902
Wilkne,2023-06-22,116191966583,4,1.921
