Plant Name,Date,Sn,Port,Energy (kWh)
Wilkne,2023-02-05,106272403152,1,2.007
Wilkne,2023-02-05,106272403152,2,2.007
Wilkne,2023-02-05,106272403152,3,2.001
Wilkne,2023-02-05,106272403152,4,2.019
Wilkne,2023-02-05,106272403916,1,1.983
Wilkne,2023-02-05,106272403916,2,1.994
Wilkne,2023-02-05,106272403916,3,1.954
Wilkne,2023-02-05,106272403916,4,2.024
Wilkne,2023-02-05,106272404964,1,0.012
Wilkne,2023-02-05,106272404964,2,1.847
Wilkne,2023-02-05,106272404964,3,1.79
Wilkne,2023-02-05,106272404964,4,1.816
