Plant Name,Date,Sn,Port,Energy (kWh)
Wilkne,2023-06-18,106272403152,1,1.741
Wilkne,2023-06-18,106272403152,2,1.744
Wilkne,2023-06-18,106272403152,3,1.733
Wilkne,2023-06-18,106272403152,4,1.742
Wilkne,2023-06-18,106272403916,1,1.746
Wilkne,2023-06-18,106272403916,2,1.741
Wilkne,2023-06-18,106272403916,3,1.73
Wilkne,2023-06-18,106272403916,4,1.766
Wilkne,2023-06-18,116191966583,1,0.012
Wilkne,2023-06-18,116191966583,2,1.98
Wilkne,2023-06-18,116191966583,3,1.96
Wilkne,2023-06-18,116191966583,4,1.985
