Plant Name,Date,Sn,Port,Energy (kWh)
Wilkne,2023-10-05,106272403152,1,2.331
Wilkne,2023-10-05,106272403152,2,2.316
Wilkne,2023-10-05,106272403152,3,2.316
Wilkne,2023-10-05,106272403152,4,2.349
Wilkne,2023-10-05,106272403916,1,2.313
Wilkne,2023-10-05,106272403916,2,2.314
Wilkne,2023-10-05,106272403916,3,2.278
Wilkne,2023-10-05,106272403916,4,2.329
Wilkne,2023-10-05,116191966583,1,0.012
Wilkne,2023-10-05,116191966583,2,2.34
Wilkne,2023-10-05,116191966583,3,2.3
Wilkne,2023-10-05,116191966583,4,2.318
