Plant Name,Date,Sn,Port,Energy (kWh)
Wilkne,2023-01-13,106272403152,1,2.191
Wilkne,2023-01-13,106272403152,2,2.199
Wilkne,2023-01-13,106272403152,3,2.194
Wilkne,2023-01-13,106272403152,4,2.221
Wilkne,2023-01-13,106272403916,1,2.209
Wilkne,2023-01-13,106272403916,2,2.221
Wilkne,2023-01-13,106272403916,3,2.177
Wilkne,2023-01-13,106272403916,4,2.237
Wilkne,2023-01-13,106272404964,1,0.013
Wilkne,2023-01-13,106272404964,2,2.087
Wilkne,2023-01-13,106272404964,3,2.014
Wilkne,2023-01-13,106272404964,4,2.042
