Plant Name,Date,Sn,Port,Energy (kWh)
Wilkne,2024-02-03,106272403152,1,1.864
Wilkne,2024-02-03,106272403152,2,1.868
Wilkne,2024-02-03,106272403152,3,1.868
Wilkne,2024-02-03,106272403152,4,1.889
Wilkne,2024-02-03,106272403916,1,1.882
Wilkne,2024-02-03,106272403916,2,1.881
Wilkne,2024-02-03,106272403916,3,1.855
Wilkne,2024-02-03,106272403916,4,1.897
Wilkne,2024-02-03,106272404964,1,0.012
Wilkne,2024-02-03,106272404964,2,1.768
Wilkne,2024-02-03,106272404964,3,1.751
Wilkne,2024-02-03,106272404964,4,1.775
