Plant Name,Date,Sn,Port,Energy (kWh)
Wilkne,2024-05-26,106272403152,1,1.279
Wilkne,2024-05-26,106272403152,2,1.287
Wilkne,2024-05-26,106272403152,3,1.287
Wilkne,2024-05-26,106272403152,4,1.299
Wilkne,2024-05-26,106272403916,1,1.302
Wilkne,2024-05-26,106272403916,2,1.293
Wilkne,2024-05-26,106272403916,3,1.282
Wilkne,2024-05-26,106272403916,4,1.301
Wilkne,2024-05-26,106272404964,1,0.011
Wilkne,2024-05-26,106272404964,2,1.544
Wilkne,2024-05-26,106272404964,3,1.558
Wilkne,2024-05-26,106272404964,4,1.579
