Plant Name,Date,SN,Port,Energy,Year,Microinversor
Wilkne,2024-11-27,106272403152,1,2.131,2024,Micro_01
Wilkne,2024-11-27,106272403152,2,2.109,2024,Micro_01
Wilkne,2024-11-27,106272403152,3,2.105,2024,Micro_01
Wilkne,2024-11-27,106272403152,4,2.152,2024,Micro_01
Wilkne,2024-11-27,106272403916,1,2.098,2024,Micro_02
Wilkne,2024-11-27,106272403916,2,2.12,2024,Micro_02
Wilkne,2024-11-27,106272403916,3,2.086,2024,Micro_02
Wilkne,2024-11-27,106272403916,4,2.147,2024,Micro_02
Wilkne,2024-11-27,106272404964,1,0.012,2024,Micro_03
Wilkne,2024-11-27,106272404964,2,1.985,2024,Micro_03
Wilkne,2024-11-27,106272404964,3,1.933,2024,Micro_03
Wilkne,2024-11-27,106272404964,4,1.939,2024,Micro_03
Wilkne,2024-08-06,106272403152,1,2.153,2024,Micro_01
Wilkne,2024-08-06,106272403152,2,2.121,2024,Micro_01
Wilkne,2024-08-06,106272403152,3,2.126,2024,Micro_01
Wilkne,2024-08-06,106272403152,4,2.142,2024,Micro_01
Wilkne,2024-08-06,106272403916,1,2.125,2024,Micro_02
Wilkne,2024-08-06,106272403916,2,2.12,2024,Micro_02
Wilkne,2024-08-06,106272403916,3,2.116,2024,Micro_02
Wilkne,2024-08-06,106272403916,4,2.165,2024,Micro_02
Wilkne,2024-08-06,106272404964,1,0.012,2024,Micro_03
Wilkne,2024-08-06,106272404964,2,2.355,2024,Micro_03
Wilkne,2024-08-06,106272404964,3,2.348,2024,Micro_03
Wilkne,2024-08-06,106272404964,4,2.404,2024,Micro_03
Wilkne,2024-01-22,106272403152,1,1.686,2024,Micro_01
Wilkne,2024-01-22,106272403152,2,1.694,2024,Micro_01
Wilkne,2024-01-22,106272403152,3,1.696,2024,Micro_01
Wilkne,2024-01-22,106272403152,4,1.711,2024,Micro_01
Wilkne,2024-01-22,106272403916,1,1.699,2024,Micro_02
Wilkne,2024-01-22,106272403916,2,1.695,2024,Micro_02
Wilkne,2024-01-22,106272403916,3,1.671,2024,Micro_02
Wilkne,2024-01-22,106272403916,4,1.71,2024,Micro_02
Wilkne,2024-01-22,106272404964,1,0.012,2024,Micro_03
Wilkne,2024-01-22,106272404964,2,1.702,2024,Micro_03
Wilkne,2024-01-22,106272404964,3,1.674,2024,Micro_03
Wilkne,2024-01-22,106272404964,4,1.691,2024,Micro_03
Wilkne,2024-08-12,106272403152,1,1.959,2024,Micro_01
