Plant Name,Date,Sn,Port,Energy (kWh)
Wilkne,2024-03-13,106272403152,1,2.382
Wilkne,2024-03-13,106272403152,2,2.374
Wilkne,2024-03-13,106272403152,3,2.374
Wilkne,2024-03-13,106272403152,4,2.401
Wilkne,2024-03-13,106272403916,1,2.348
Wilkne,2024-03-13,106272403916,2,2.35
Wilkne,2024-03-13,106272403916,3,2.302
Wilkne,2024-03-13,106272403916,4,2.388
Wilkne,2024-03-13,106272404964,1,0.014
Wilkne,2024-03-13,106272404964,2,2.479
Wilkne,2024-03-13,106272404964,3,2.403
Wilkne,2024-03-13,106272404964,4,2.462
