Plant Name,Date,Sn,Port,Energy (kWh)
Wilkne,2024-12-05,106272403152,1,1.393
Wilkne,2024-12-05,106272403152,2,1.382
Wilkne,2024-12-05,106272403152,3,1.37
Wilkne,2024-12-05,106272403152,4,1.396
Wilkne,2024-12-05,106272403916,1,1.357
Wilkne,2024-12-05,106272403916,2,1.368
Wilkne,2024-12-05,106272403916,3,1.357
Wilkne,2024-12-05,106272403916,4,1.397
Wilkne,2024-12-05,106272404964,1,0.011
Wilkne,2024-12-05,106272404964,2,1.244
Wilkne,2024-12-05,106272404964,3,1.226
Wilkne,2024-12-05,106272404964,4,1.222
