Plant Name,Date,Sn,Port,Energy (kWh)
Wilkne,2024-01-06,106272403152,1,2.024
Wilkne,2024-01-06,106272403152,2,2.033
Wilkne,2024-01-06,106272403152,3,2.038
Wilkne,2024-01-06,106272403152,4,2.066
Wilkne,2024-01-06,106272403916,1,2.059
Wilkne,2024-01-06,106272403916,2,2.059
Wilkne,2024-01-06,106272403916,3,2.022
Wilkne,2024-01-06,106272403916,4,2.068
Wilkne,2024-01-06,106272404964,1,0.013
Wilkne,2024-01-06,106272404964,2,1.942
Wilkne,2024-01-06,106272404964,3,1.9
Wilkne,2024-01-06,106272404964,4,1.93
