Plant Name,Date,Sn,Port,Energy (kWh)
Wilkne,2024-11-09,106272403152,1,2.1
Wilkne,2024-11-09,106272403152,2,2.08
Wilkne,2024-11-09,106272403152,3,2.071
Wilkne,2024-11-09,106272403152,4,2.112
Wilkne,2024-11-09,106272403916,1,2.061
Wilkne,2024-11-09,106272403916,2,2.081
Wilkne,2024-11-09,106272403916,3,2.049
Wilkne,2024-11-09,106272403916,4,2.108
Wilkne,2024-11-09,106272404964,1,0.012
Wilkne,2024-11-09,106272404964,2,1.981
Wilkne,2024-11-09,106272404964,3,1.932
Wilkne,2024-11-09,106272404964,4,1.939
