Plant Name,Date,Sn,Port,Energy (kWh)
Wilkne,2024-01-19,106272403152,1,2.564
Wilkne,2024-01-19,106272403152,2,2.569
Wilkne,2024-01-19,106272403152,3,2.582
Wilkne,2024-01-19,106272403152,4,2.606
Wilkne,2024-01-19,106272403916,1,2.574
Wilkne,2024-01-19,106272403916,2,2.575
Wilkne,2024-01-19,106272403916,3,2.527
Wilkne,2024-01-19,106272403916,4,2.586
Wilkne,2024-01-19,106272404964,1,0.014
Wilkne,2024-01-19,106272404964,2,2.442
Wilkne,2024-01-19,106272404964,3,2.395
Wilkne,2024-01-19,106272404964,4,2.43
