Plant Name,Date,Sn,Port,Energy (kWh)
Wilkne,2024-06-29,106272403152,1,1.877
Wilkne,2024-06-29,106272403152,2,1.887
Wilkne,2024-06-29,106272403152,3,1.87
Wilkne,2024-06-29,106272403152,4,1.85
Wilkne,2024-06-29,106272403916,1,1.889
Wilkne,2024-06-29,106272403916,2,1.862
Wilkne,2024-06-29,106272403916,3,1.877
Wilkne,2024-06-29,106272403916,4,1.905
Wilkne,2024-06-29,106272404964,1,0.012
Wilkne,2024-06-29,106272404964,2,2.161
Wilkne,2024-06-29,106272404964,3,2.179
Wilkne,2024-06-29,106272404964,4,2.213
