Plant Name,Date,Sn,Port,Energy (kWh)
Wilkne,2024-10-03,106272403152,1,2.019
Wilkne,2024-10-03,106272403152,2,1.999
Wilkne,2024-10-03,106272403152,3,1.982
Wilkne,2024-10-03,106272403152,4,2.021
Wilkne,2024-10-03,106272403916,1,1.967
Wilkne,2024-10-03,106272403916,2,1.981
Wilkne,2024-10-03,106272403916,3,1.952
Wilkne,2024-10-03,106272403916,4,2.011
Wilkne,2024-10-03,106272404964,1,0.012
Wilkne,2024-10-03,106272404964,2,2.069
Wilkne,2024-10-03,106272404964,3,2.012
Wilkne,2024-10-03,106272404964,4,2.034
