Plant Name,Date,Sn,Port,Energy (kWh)
Wilkne,2024-06-19,106272403152,1,1.624
Wilkne,2024-06-19,106272403152,2,1.63
Wilkne,2024-06-19,106272403152,3,1.619
Wilkne,2024-06-19,106272403152,4,1.629
Wilkne,2024-06-19,106272403916,1,1.631
Wilkne,2024-06-19,106272403916,2,1.623
Wilkne,2024-06-19,106272403916,3,1.617
Wilkne,2024-06-19,106272403916,4,1.646
Wilkne,2024-06-19,106272404964,1,0.011
Wilkne,2024-06-19,106272404964,2,1.718
Wilkne,2024-06-19,106272404964,3,1.714
Wilkne,2024-06-19,106272404964,4,1.732
