Plant Name,Date,Sn,Port,Energy (kWh)
Wilkne,2024-08-21,106272403152,1,2.002
Wilkne,2024-08-21,106272403152,2,1.985
Wilkne,2024-08-21,106272403152,3,1.969
Wilkne,2024-08-21,106272403152,4,1.982
Wilkne,2024-08-21,106272403916,1,1.961
Wilkne,2024-08-21,106272403916,2,1.959
Wilkne,2024-08-21,106272403916,3,1.959
Wilkne,2024-08-21,106272403916,4,2.008
Wilkne,2024-08-21,106272404964,1,0.012
Wilkne,2024-08-21,106272404964,2,2.131
Wilkne,2024-08-21,106272404964,3,2.127
Wilkne,2024-08-21,106272404964,4,2.173
