Plant Name,Date,Sn,Port,Energy (kWh)
Wilkne,2024-10-05,106272403152,1,2.061
Wilkne,2024-10-05,106272403152,2,2.035
Wilkne,2024-10-05,106272403152,3,2.015
Wilkne,2024-10-05,106272403152,4,2.049
Wilkne,2024-10-05,106272403916,1,1.994
Wilkne,2024-10-05,106272403916,2,2.002
Wilkne,2024-10-05,106272403916,3,1.98
Wilkne,2024-10-05,106272403916,4,2.047
Wilkne,2024-10-05,106272404964,1,0.012
Wilkne,2024-10-05,106272404964,2,2.12
Wilkne,2024-10-05,106272404964,3,2.051
Wilkne,2024-10-05,106272404964,4,2.066
