Plant Name,Date,Sn,Port,Energy (kWh)
Wilkne,2024-11-02,106272403152,1,2.251
Wilkne,2024-11-02,106272403152,2,2.227
Wilkne,2024-11-02,106272403152,3,2.218
Wilkne,2024-11-02,106272403152,4,2.259
Wilkne,2024-11-02,106272403916,1,2.213
Wilkne,2024-11-02,106272403916,2,2.233
Wilkne,2024-11-02,106272403916,3,2.199
Wilkne,2024-11-02,106272403916,4,2.263
Wilkne,2024-11-02,106272404964,1,0.013
Wilkne,2024-11-02,106272404964,2,2.198
Wilkne,2024-11-02,106272404964,3,2.14
Wilkne,2024-11-02,106272404964,4,2.155
